domain,privacy_link,hash,init_language,valid_language,text_content,rank,policy_downloaded
www.learnus.org,https://www.learnus.org/html/privacy/,54e62b8ea4584146879a788ee973ffe3fd894685755da29837ea5f001b5dff38,Korean,ko,,,TRUE
cbci.co.kr,https://cbci.co.kr/com/youthpolicy.html,ce36acce6026f1c8be3be833a75b33577a1b8b001381ad53f03287a425ae23f8,Korean,ko,,,TRUE
cbci.co.kr,https://cbci.co.kr/com/privacy.html,0e4bc8d71c0cb4c15f5fe75a366193dc713ab544118d156397c8f597b65f7c27,Korean,ko,,,TRUE
accounts.goorm.io,https://accounts.goorm.io/privacy?hl=undefined,0f39cb775b0f963127a298c6356d0f9631cbd8650f9307210f8be5d9746e6262,Korean,ko,,,TRUE
learnus.org,https://learnus.org/html/privacy/,ac336dc1a9db9cf7e49e9de1940e3614468fbc29bdd1f932796469ef2c32561b,Korean,ko,,,TRUE
jj.ac.kr,https://jj.ac.kr/jj/smartjj/security/guidelines-02.jsp,135b2216c5acd1c0b42ef08803e3ea85446e7e848f1fc487a74fe10d087f88a8,Korean,ko,,,TRUE
jj.ac.kr,https://jj.ac.kr/jj/smartjj/security/securityprog-01.jsp,5bfed0b4b73da0419d37bb3ac9755d9057a328fa3e4c61a68dc3d71867c636aa,Korean,ko,,,TRUE
jj.ac.kr,https://jj.ac.kr/jj/smartjj/security/sw-01.jsp,68d886415477791628ff405d2e50f9a642d59b223288bb7bda0349a7297eebd8,Korean,ko,,,TRUE
jj.ac.kr,https://jj.ac.kr/jj/smartjj/security/notice_security.jsp,c925a2c8f7a3c50f08d2f192893df7579da66d27c71e6199028543219fc7c912,Korean,ko,,,TRUE
accounts.goorm.io,https://accounts.goorm.io/privacy?hl=ko,b8a8415f246f50441d41921396066268961f4fcc21399f7027d46db6c6bf3a86,Korean,ko,,,TRUE
www.jj.ac.kr,https://www.jj.ac.kr/privatesecurity,f11a6675434a0b1a88bea82f7f54d9ca67790c38bbde7c9113fe00fc79f41ac8,Korean,ko,,,TRUE
jj.ac.kr,https://jj.ac.kr/jj/jjuniv/illegal-solicitation.jsp,ded02c29b0dcd98c1504f589183c00aaf30e79aff6216c7f1494ec3de5ab42b4,Korean,ko,,,TRUE
www.sexking.site,https://www.sexking.site/bbs/page.php?hid=privacy,4e13756254453c84e0e5e61d8aecf62db0dccc9bed9dd9e74e1856acccba6ecd,Korean,en,,,TRUE
munhwa.com,https://munhwa.com/service/guide_agreement.html,5f303775ceeaa8f9e285da234a32cbfff55601f321bd79f54946f59697c99c1f,Korean,ko,,,TRUE
diorbeauty.hk,https://diorbeauty.hk/pages/legal-terms-conditions#MainContent,cacdc065aae5b32ffa77fe3e23e0fd1e68da4ab4efe8c0402d5b581be363901a,Korean,ko,,,TRUE
diorbeauty.hk,https://diorbeauty.hk/pages/legal-terms-conditions,390fc98ede7f792b72ce29eafd5a6d5140fc708c7de7c781ec31421584804a9a,Korean,ko,,,TRUE
diorbeauty.hk,https://diorbeauty.hk/pages/legal-terms-conditions#nav-cart,21ade48c61b02a0cd98e6390a9d6f9896c95aed23a4a5af845319ca4c13f3a17,Korean,ko,,,TRUE
diorbeauty.hk,https://diorbeauty.hk/pages/legal-terms-conditions#swym-wishlist,858848526177b91ccbe9de3222f1adbf4ba32c22d56b141f7e36e10763c8bca5,Korean,ko,,,TRUE
diorbeauty.hk,https://diorbeauty.hk/en/pages/legal-terms-conditions,29f226ca71b7822998decfc603b718d92f3652d00c81e28ef1a059bb12e9c916,Korean,en,,,TRUE
diorbeauty.hk,https://diorbeauty.hk/pages/privacy-data-protection,4d532a2a34a3acdac882365f4a24355ee319b6f9c15b188a68b6ab00462b7e47,Korean,ko,,,TRUE
www.nvsgames.cn,https://www.nvsgames.cn/privacy.html,8b9492c1ae63cdd2d28294b767ce66076acae32f40729842e079355553a9c467,Korean,zh-cn,,,TRUE
fun100-ilanbnb.com,https://fun100-ilanbnb.com/privacy.php,677dd9d4a5f1b3e8981673ec69584ca4941f8b6296c9f11b308d7ba3557e2e3f,Korean,ko,,,TRUE
fileman.co.kr,https://fileman.co.kr/company/agreement.htm,dec60b72c9fc079afc60ffb6e97ab3691acf88b71e704df4fe9f70f69a221bb5,Korean,ko,,,TRUE
fileman.co.kr,https://fileman.co.kr/company/security.htm,28b2832e5da4fc2a39796bbfd01b4b7f2f6b5d2c03ac1006e5aded2c9ef1cbbe,Korean,ko,,,TRUE
www.epolicymarket.goe.go.kr,https://www.epolicymarket.goe.go.kr/hmpg/cpmg/cpmgListPage.do,b7753df3c0c6c2635ae9a15d5c9b031ace7759b15e842e7efeffa09b21bbf595,Korean,ko,,,TRUE
gezip.net,https://gezip.net/bbs/page.php?hid=privacy,d705245f71fd5091d210914eb72935a7dc282902520e315078b20d2e16e03f2e,Korean,ko,,,TRUE
gezip.net,https://gezip.net/bbs/register.php#privacy,858b2be4154b57724cb7f3b6772124f0afcf6484514752bde74501de04e87702,Korean,ko,,,TRUE
spotvnews.co.kr,https://spotvnews.co.kr/com/privacy.html,b2388d30e4f1c57f26aa7ed30a5a6c531dfc521ad88a76da250a0a675369609a,Korean,ko,,,TRUE
spotvnews.co.kr,https://spotvnews.co.kr/com/youthpolicy.html,bba32f6f64ef153861d754b3d5939070767a99864b0a0d1bfba4ea9edc7f288b,Korean,ko,,,TRUE
www.issuya.com,https://www.issuya.com/bbs/page.php?hid=privacy,96c678e004fa9a143d9804465cc12d9cac8ab989077123f56d8a062fdfeaa2d5,Korean,ko,,,TRUE
edaily.co.kr,https://edaily.co.kr/articles/economy/policy,3fd8a068ef6297c2ff5a8c536d27556204f09c57b8c36dc40b88e4f0342ec34e,Korean,ko,,,TRUE
edaily.co.kr,https://edaily.co.kr/articles/society/legal,4607731fb554e7d40b579b30be3a806ea469ecc3687e1daa49acec2be5929e02,Korean,ko,,,TRUE
skygame24.com,https://skygame24.com/pc/agreement.aspx,79f9b949310c3f77d44a6a927460610fe52f66dc66d910ae77e150b466fa60be,Korean,ko,,,TRUE
edaily.co.kr,https://edaily.co.kr/articles/estate/policy,82aa5480f497936b64fd2866622ec9820e6e3b2ba4aef43b1a2ad96ed2338d25,Korean,ko,,,TRUE
hongwha21.net,https://hongwha21.net/bbs/content.php?co_id=privacy,f01fcbdc76edf40baa930de7243ef31e2ffd2d41333d5e4678cd770e1f611f09,Korean,ko,,,TRUE
highwave.kr,https://highwave.kr/privacy_policy.php,9749b916d8bcaaa4461e7e956cad59450c486b7dc6c37d7591bf933a53af5361,Korean,ko,,,TRUE
lg.co.kr,https://lg.co.kr/esg/policy,07e7e885212633049ee3af03682ce54fa53a751720643a0b11c9a0bad3181ad6,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/privacy,ed718a589950644c5acc9d28875afa7f59380252eb019f8a367eef2a5ae4e4e3,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-9,88c283ed234e801b0cc58050f9b649ba0f37d8a2cf0cf0ccb220e997816637b2,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-10,8ed1f1fcce43178f47a0024f2687764f1bead699957278ecfe8fe6a1dfafe665,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-11,7d96d7ea9a60ba11c90f48a02318da283b55f7a909f57d09c8e37d947b0cfc96,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-7,59d81c8b942938ca0d4a3549e0709f5a5adb35d685cb4a3827ba3a641e72a315,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-8,653efa66df223f2ca74a6fe76c40ea8d0110774db3cc189b3e2be7da88d1dce7,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-1,dbd0c3dfd6bc16081745d11b03e00c9dad324005ff3a41cd9af7542d3f9410b3,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-3,75706ef984557e79633e4fca07285ab982ab43bdc555a337bcf490109e839304,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-13,5d66f7f238fd66b99f7d399e72f02641d3266c04563480746f106bcf5cf5831a,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-2,2cb043f31021eb7c47d54d8478d25a9e2b4b27b1e7ca2f888d0507195bacf51a,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-4,fab959be40da211a93f95d53b50d4fc23071fc41338f4773a3d3463220e8e827,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-6,3feaa2903428bb233d2b07e45eea070c15e63ea8c24db846940f7f7606e495dc,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-5,4339843a7b62e103600653d5a2be3ae388aec20c70610d1e88783af8a053f874,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-12,1156ac071dd9d632ea5279c785916cd41ff3302bc6b28e26d097e147b8818d61,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-14,41050cae4abcc899afd4af0b63ef545228c12332fbc4e26c21a1578bda350a8a,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-16,2a64a749efbac6a695ec1664b6d71bd4a6f35c15bb15cda7947b9efb54aaa77b,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-17,0c98878f297157a3a648001e9e36df6a4632a518593ba16bfbb7c4d462cf0335,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-26,095db2faf16360e5c87f93a12d7ef4a30164143fdfd5a04c4d37b4303d932ac7,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-23,5c1cb5c9fb3b70bc7cdf89b4d2d6165f82ce6a9307c6cd18e5e605c73a83a08d,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-addition,72d3ed7a299ac2f8ff617e582e28474314c4b1d8f5233b1a937778175c4e99a0,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-19,02996dd44330022d8ff77c800037550d4029623172574d13277900a87ef803d6,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-30,08a72368c4f8a504999f7ab91dd8a9ca9b647cca92ba7e906f9852ea53a18139,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-18,15c053f2f2ef11199fe8ef60f4b38c78881dcfb713fc7ac763fe9b62ecd7008a,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-22,a16a5909f7f60b9b990031852dd2bb67a3db43d81377c7c29c711cab9a6e8031,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-32,4982ca67b4e7d1bccc777a3b96bd5a64694850fd04f76fa19931b03d2a1b0539,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-24,6c64d15a1a1f11176bf124da235d3db477d44f46919b7495b731bfa5fb7d435a,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-25,16d3c040395215f29274894a80c3233b9e8ccad26fa6943d314df647adb78d5a,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-20,728f54428f1756eba014a7717fa37da1c05c9a65397722508885eaec3d3059d4,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-27,80747f31965d818a405f17a492a4e62ac6dc891fe91406214e7fd0f3c88bc7db,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-29,7ba5eb7c09bff5d2ee30819aae5958e6d1ecf3c2dc25566ac7d860a2d0dde39d,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-28,bad71f9e06bcb9e8efa378fcf236148eb58d4f9e7f56df2242f31a75c184fd50,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-21,2cf40548600a476eb91180588eb33e72f6da7a4254d2c4ce94682a45dcba9272,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/terms#privacy-chapter-31,ea75803b55bcf3f3bf58a7d670cd7c291b0001c75fda24ee064c42ac0fa3f7a1,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/privacy#privacy-chapter-9,3447aa1edac5a78637ac61403428aaa62a3aa9188c643ca5d338f0832c6ae753,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/privacy#privacy-chapter-1,6ff008525e702d0f7d96936d7ab9479ae6373b58a008f89bb5aa403f302986ac,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/privacy#privacy-chapter-2,ac61f8aed546ccab5a91550b1a51b2ff6f0bc8c148e5a9ae3b4f292d620d0372,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/privacy#privacy-chapter-11,dcac4bbf338dd6a01709929dfcc66ae9de13ec85879cf4a0077dd6a92438b777,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/privacy#privacy-chapter-7,9c3435fcbf64cbfff6ad4477fbd17b556f231c955a497316e099f88df896f550,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/privacy#privacy-chapter-6,76f38157fb68fa42d89be610a397c5fc20d74d759b9c4af4a668164859e3979e,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/privacy#privacy-chapter-3,a64b959788207e2cf23b7fdbec5ef250d15c6991e9366b662f949e6f8577750e,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/privacy#privacy-chapter-13,7f81f8d2bf2feaa632fdd9758019394e514071284b8680fef1d98f9e48169439,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/privacy#privacy-chapter-5,cb1bcec4020a0f587e90b2e7633826646d5b6ef25781c6a83940a2718c54f303,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/privacy#privacy-chapter-4,38191830897d4b2436bdd214600173aba9f24362030a0e38cbcd1fb9caf08404,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/privacy#privacy-chapter-10,e0dc93da46f4b21d034b8e4f5c43d0301b100513e3bfe17077d0d6e1a460b18b,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/privacy#privacy-chapter-12,5b7613b3f94071a462a8c0957e9b47baf737872bfb3910ae5ad5321dbe4c3650,Korean,ko,,,TRUE
coloso.co.kr,https://coloso.co.kr/info/privacy#privacy-chapter-8,b25889924d3282e50dc60bb79c2c030fad94e239ad9a17400fcb35e08368bb35,Korean,ko,,,TRUE
jjang0u.com,https://jjang0u.com/cs/info/youthpolicy,32fe74a6697f590aa225d0d7ea9fbab0b2b035f467c94080bf1ff978f342965d,Korean,ko,,,TRUE
christiandaily.co.kr,https://christiandaily.co.kr/sections/policy,7a139810f89f3fa6c90845ef9bf19a1a37de1e6455112fd8a0b6e9ee3c731240,Korean,ko,,,TRUE
static.zigbang.com,https://static.zigbang.com/terms/user-privacy/latest/,d99db7fe2716581cc142d2db38d06a7ec0a38d4165f0e98eba889a21b644885b,Korean,ko,,,TRUE
interpark.com,https://interpark.com/terms.html#protect_privacy,f746ee2beb71337bbefe95579229196dbbca9fdd26f3ed4be7136b387f808927,Korean,ko,,,TRUE
m.interpark.com,https://m.interpark.com/terms.html#protect_privacy,914620d04e3b109be40dec8a0e9f61da59f5a202b100bf6973d80efbffb0d7f9,Korean,ko,,,TRUE
newaddiscover.com,https://newaddiscover.com/paying-user-agreement/,211c52332f4006cbf8fdb0d8d897916b2c0698680bb6f9448d97964d1d01af5b,Korean,ko,,,TRUE
newaddiscover.com,https://newaddiscover.com/privacy-policy/,70babfde3b4455c8293a26f91fcee45ff8bfce88558d0b2b72e44a407ef39db5,Korean,ko,,,TRUE
www.schoolpix.kr,https://www.schoolpix.kr/bbs/content.php?co_id=privacy,7432e9cb3970812976fc294d1f1ac5d7533c0098d7636243826828f0d0534262,Korean,ko,,,TRUE
www.schoolpix.kr,https://www.schoolpix.kr/bbs/content.php?co_id=privacy#myModal,3c90b68ade3a2ddfa50874a252cd07b9c9dd02e8d7a2204f25b0366eab2906a5,Korean,ko,,,TRUE
www.schoolpix.kr,https://www.schoolpix.kr/bbs/content.php?co_id=privacy#stop,c63c71edb8a69785d7e42d99e83b0ae2f7996588dd938bf6555794cd263ad68a,Korean,ko,,,TRUE
schooland.hk,https://schooland.hk/main/privacy,cfa1cbd1759c765d6f639b685d2afcf399e80b64ae586d4455db7efd8d91f734,Korean,en,,,TRUE
company.segye.com,http://company.segye.com/service/privacyStatement,49196650af0d2fda7870e750db5d279e8a37314d2c682ccf7e82fba8c8685b1a,Korean,ko,,,TRUE
skyworth.com,https://skyworth.com/legal.php,59728a5b0dfb7669466615a0be8ea184b5fe138a7b0462b489ec2c8ffaaf329a,Korean,zh-cn,,,TRUE
superlottokorea.com,https://superlottokorea.com/contents/policy-privacy.html,a75310fd2ef54f902428f51c5eda278dd2744da1ee5a85d91bda27d454612d6b,Korean,ko,,,TRUE
company.segye.com,https://company.segye.com/service/privacyStatement,a6bbe5f8ebd2153cafd4a0474a168398dbea6d65a703494242af0a7d3b965b84,Korean,ko,,,TRUE
69shu.top,https://69shu.top/privacy_policy.html,f2432e7bba9d0fe3cea139471fece6a75fc9d9e90fb6e3ffa6d8aa388a0161ff,Korean,zh-cn,,,TRUE
www.htisec.com,http://www.htisec.com/sites/all/themes/hitong/files/online_security_tips_tc.pdf,3d14e74c9fc445fdf65b5ed5435f9ab5e59faa72240a9f7871f4af304f8266cb,Korean,bn,,,TRUE
htisec.com,https://htisec.com/zh-hk/data-privacy-policy,8734940804041e2df20ad8d0434db13c926ac56a3361e06334de6b24e86f616c,Korean,bn,,,TRUE
adpies.com,https://adpies.com/file/adpie_privacy_policy_kr.pdf,555f86aa9268a3f9ae21db3e39805bb4e5dee640c26dd8b67acf756f9e707107,Korean,bn,,,TRUE
adpies.com,https://adpies.com/file/adpie_policy_kr.pdf,6cc01eecbe661703da71a5f3909fba5d527a9c7bc879bcb48ce566a9b552f75b,Korean,bn,,,TRUE
joynews24.com,https://joynews24.com/customer/terms/privacy,aa1ef0be4c0727b1c6b881a07150c5316c9264cef9b0947c5777232f668ddb1b,Korean,ko,,,TRUE
biggo.com.tw,https://biggo.com.tw/offical/disclaimers.php?tag=privacy,82464f016d32e8eb7e8e13f60b4631fa230e9e8d0de389a858281eb096bed3d2,Korean,ko,,,TRUE
podcast.bastillepost.com,https://podcast.bastillepost.com/privacy-policy,40ecadf456d85e536d727908e2c0fc55a6ee48a6a808947362a09e9ed44d3b70,Korean,ko,,,TRUE
sshl.hk,https://sshl.hk/privacy.php,dc9343ee3ccdbabae66a61567f7faa290093384e18d51bc0fb09ba65211cf788,Korean,ko,,,TRUE
www.bastillepost.com,https://www.bastillepost.com/hongkong/privacy-2,9c0dc12e06b1e28c8269d08fbec070a5289e041a1a17a5be0fa4d3dcfa572ed5,Korean,ko,,,TRUE
mkkyipfs.com,https://mkkyipfs.com/server/policy.html,d9d96fd70be2c5a026a55c6505ca85adbed4bdc3937c2d50efa70c04f6b8ad86,Korean,zh-cn,,,TRUE
mkkyipfs.com,https://mkkyipfs.com/server/security.html,3847f6da5a79f75186396080ded83f5d43821217fecd3dc7464a82e017e49d67,Korean,ko,,,TRUE
newsworker.co.kr,https://newsworker.co.kr/com/privacy.html,1b9f091fc50abcf5308301c9c664e2762c9d044c2ca29983ce491a94978119a6,Korean,ko,,,TRUE
dunamu.com,https://dunamu.com/terms/dunamu_privacy.html,76ea2eb6487d17962deb1b8e5159e1194ffbb8443b7b0cc603cd2d2f832c136e,Korean,ko,,,TRUE
newsworker.co.kr,https://newsworker.co.kr/com/youthpolicy.html,9dd13edc3f97f3baa52f537700be32fce9bbee0b4a4a426b3e61c90e25d523ef,Korean,ko,,,TRUE
h365.games,https://h365.games/privacy-policy,2a616843ba9718d976cf2853db6db1be34831c760470acff10b9bf0127304ef1,Korean,vi,,,TRUE
contents.ctrip.com,https://contents.ctrip.com/huodong/privacypolicypc/index?type=1,8ba98f1e923414f5ddabe94e2d296f1bb2fd4ea36c42cfa6e2ab4380b457a1f3,Korean,en,,,TRUE
contents.ctrip.com,https://contents.ctrip.com/huodong/privacypolicypc/index?type=0,18144720707d5b0aa07ed53136a32e07655491669cdfb7153b38e44bc2bacbd1,Korean,en,,,TRUE
mainpi.com,https://mainpi.com/site/privacy,94a6eedf3ca2b1e1ec96e170d2896036f9a704b558adb090b44b0f768e6575cf,Korean,ko,,,TRUE
bastillepost.com,https://bastillepost.com/hongkong/privacy-2,35de418b7096d8634ce823fb795b93e6df30bb182cd8ddb1ee709fee6800d60a,Korean,ko,,,TRUE
svc.soldout.co.kr,https://svc.soldout.co.kr/web/user/policy/privacy_policy,b13fd09e998a866ef282b84e51f012ec5fa5aac331071a6a377d3b44e8f30edd,Korean,en,,,TRUE
svc.soldout.co.kr,https://svc.soldout.co.kr/web/user/policy/penalty_info?tab=1,8f3f53aa3c171552e723d9579fa4827cfa68df4c4f75efd681057b69401d5bd8,Korean,en,,,TRUE
svc.soldout.co.kr,https://svc.soldout.co.kr/web/user/policy/confirm_policy,d02dc06c9b7ab85b4c838273899baf9c082d3519af1c86c1bb2d3915d0c982ef,Korean,en,,,TRUE
svc.soldout.co.kr,https://svc.soldout.co.kr/web/user/policy/terms_use,854d777a7b9364ad49cf0021ec53ed1ffb1b3ad3a10ff36706f1aafdc4a6dd81,Korean,en,,,TRUE
adorable-pet.com,https://adorable-pet.com/about/about-zh.html#privacy,f6eb2b15ad57251ed55ba58a43d077e76fc89ac15b9f7cbca3631115699ffa4f,Korean,ko,,,TRUE
adorable-pet.com,https://adorable-pet.com/about/about-zh.html#policy,858d2a7a9669393a5ca8ff6bb4ff40dc09067d6f69a2fe14a10aac0b01336289,Korean,ko,,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/theme/AT_WEB11/business/service01.php,b2af32c8274bfe5b73c422b53b4972312ce11c8221e0262f98ae01352c916d3c,Korean,ko,,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr,c8a278400317487b9664b55358e82f1d54fb37252b240ca99abbb515577a6d3c,Korean,ko,,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/theme/AT_WEB11/business/employ.php,ecc7fa7c492cd9228d1548c2d5914b9d3af87ed5e42cabf3ffab7584eeae13ff,Korean,ko,,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr#container,52e67cef3496cbae5577c4ab1ad088271b600cd413b8332cf2efa0330eb4b414,Korean,ko,,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/theme/AT_WEB11/business/service.php,353da030dff9010b4f3d26d80954ecb9ed41a6500256efea89f8dfb1dc58101a,Korean,ko,,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/theme/AT_WEB11/business/service04.php,ac198043cd9fcb60a803e1d1a58ce1908fa8d6a4c579cc1022547b2392465a0d,Korean,ko,,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/cdn-cgi/l/email-protection,ecf834d5045c320b0c29e7b2b7c3ad365834ebd55f9157a955a6d5b960fa34d2,Korean,en,,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/theme/AT_WEB11/business/service02.php,bd0ddb189ccf243bc283335e2c12727fd5e999a49e3d0d5173582ce40e0265c9,Korean,ko,,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/theme/AT_WEB11/company/direction.php,549a3e697892dfd80e8aa76f4af61b94bf0e88ec00e276c59230fd41fd342e09,Korean,ko,,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/theme/AT_WEB11/business/service.php#container,99e08cf6bdb60cb7c173caf9b5c8c0fc885ba50c29647e240b6ffa3f0915d911,Korean,ko,,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/index.php#container,65763db0a55648b0015bc8e2d30849e45635955eaacfbd2c5cebe85215f24e13,Korean,ko,,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/bbs/login.php,b20b783a3177517a157bf29c5d89fd8a47a1416580b76ce5f252c4de615008cf,Korean,ko,,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/theme/AT_WEB11/business/service03.php,c8e46685af5978ff91f9263b8d38765879c184ba1e16d728d9de1091c9c6e52d,Korean,ko,,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/bbs/register.php,d049cda28083727ba70544a3bf53f3dc1cb013e242798bfb43bfabed14cf863a,Korean,ko,,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/index.php#main_con,9dc243de1398028e347cb40e3b70cb3a86ea32fec9ed196cc229ab99cefd6c6d,Korean,ko,,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/index.php#contact,780714c81cf1f82d55309c41cf707274813dd65b85d4e2faef523553dcd94205,Korean,ko,,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/cdn-cgi/l/email-protection#056f753c363034456d646b68646c692b6b6071,baee2f9be5bcade6e7e99c0fe6bc059fdc93fcd0d057c273a8d51060c971eb61,Korean,en,,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/theme/AT_WEB11/company/direction.php#container,fa4a926f7741e32094c19787b798ad80da5698c39d86b3e507aa2a3eb239a2a6,Korean,ko,,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/bbs/write.php?bo_table=employ,db9a1443de6f8a9e1ec81097e95477267645ad6fa197d33db46413a9aebb792e,Korean,ko,,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/theme/AT_WEB11/business/employ.php#container,e003e1bee25afcaa5d00fdd2fe876d36d3efd567fdfa51a37dfddc9f217e03ac,Korean,ko,,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr#contact,0d234835003c853fd60e7f11fe6b7152138769c00c4613be3a6ed1db2a124ca6,Korean,ko,,,TRUE
www.69shuba.pro,https://www.69shuba.pro/privacy_policy.html,ca01ebc0f09978a8b37034ea55e0fc2a3ce8d03da1b625ad617ecf569f82beed,Korean,zh-cn,,,TRUE
about.steamchina.com,https://about.steamchina.com/parentguardianship_agreement.html,93e2e85a537e9c9a0502c5d463220554fd15c00556cfe955edfeb7b340941ca9,Korean,ko,,,TRUE
store.steamchina.com,https://store.steamchina.com/subscriber_agreement?snr=1_60_4__global-responsive-menu,1d56f3e63b1271ea9ecd419ae498cab3e1296698b8bd08e0c986ae460a420d88,Korean,zh-cn,,,TRUE
store.steamchina.com,https://store.steamchina.com/privacy_agreement?snr=1_60_4__global-responsive-menu,226fd14916a7377abc449b4c504336ab5b2cb9986e99e1639a5a13dc22129daf,Korean,zh-cn,,,TRUE
store.steamchina.com,https://store.steamchina.com/subscriber_agreement?snr=1_4_4__global-responsive-menu,cf9ee8864de42870ac803ee4e77b9c06621027d713380f5a2c961b3bd7092602,Korean,zh-cn,,,TRUE
store.steamchina.com,https://store.steamchina.com/privacy_agreement?snr=1_44_44_,9eeb16e770dc922dc9d06e28c32bcbf7155841c58de0ccaf58b019db7644f762,Korean,zh-cn,,,TRUE
store.steamchina.com,https://store.steamchina.com/subscriber_agreement?snr=1_44_44_,2cf8f9de1839673bc32abb4f6b5b6dfaaf595f3f6f7576da231b6a6a622e1eb8,Korean,zh-cn,,,TRUE
